Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Month,Order Year,Shipping Days,Discount Tiers
2015-11-21,2015-11-26,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,TX,77642,Central,Furniture,Bookcases,246.1328,2,0.32,-76.0116,November,2015,5 days,>30%
2015-11-21,2015-11-26,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,TX,77642,Central,Office Supplies,Labels,11.696,2,0.2,3.9474,November,2015,5 days,10-20%
2015-11-21,2015-11-26,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,TX,77642,Central,Technology,Copiers,439.992,1,0.2,164.997,November,2015,5 days,10-20%
2017-12-28,2018-01-03,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Nashville,TN,37211,South,Office Supplies,Storage,64.784,1,0.2,-12.9568,December,2017,6 days,10-20%
2015-05-17,2015-05-21,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,TX,77095,Central,Office Supplies,Binders,33.28,5,0.8,-49.92,May,2015,4 days,>30%
2015-05-17,2015-05-21,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Houston,TX,77095,Central,Office Supplies,Paper,14.088,3,0.2,4.9308,May,2015,4 days,10-20%
2017-12-09,2017-12-13,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,CA,90004,West,Office Supplies,Art,11.16,2,0.0,2.79,December,2017,4 days,0%
2017-12-09,2017-12-13,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,CA,90004,West,Furniture,Tables,896.328,9,0.2,22.4082,December,2017,4 days,10-20%
2017-12-09,2017-12-13,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,CA,90004,West,Office Supplies,Appliances,189.0,1,0.0,68.04,December,2017,4 days,0%
2017-03-10,2017-03-16,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,PA,19140,East,Technology,Phones,53.982,3,0.4,-10.7964,March,2017,6 days,>30%
2017-10-22,2017-10-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Redmond,OR,97756,West,Furniture,Tables,177.225,5,0.5,-120.513,October,2017,5 days,>30%
2017-07-03,2017-07-10,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Citrus Heights,CA,95610,West,Furniture,Furnishings,129.39,3,0.0,54.3438,July,2017,7 days,0%
2017-09-04,2017-09-10,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,CA,90032,West,Office Supplies,Storage,54.32,4,0.0,0.5432,September,2017,6 days,0%
2017-08-23,2017-08-26,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,FL,32303,South,Technology,Phones,4367.896,13,0.2,327.5922,August,2017,3 days,10-20%
2017-08-23,2017-08-26,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,FL,32303,South,Office Supplies,Paper,49.568,2,0.2,15.49,August,2017,3 days,10-20%
2017-08-23,2017-08-26,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,FL,32303,South,Office Supplies,Appliances,161.376,6,0.2,12.1032,August,2017,3 days,10-20%
2017-08-23,2017-08-26,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,FL,32303,South,Furniture,Furnishings,2.784,2,0.2,0.4176,August,2017,3 days,10-20%
2017-08-23,2017-08-26,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,FL,32303,South,Office Supplies,Paper,8.72,5,0.2,2.943,August,2017,3 days,10-20%
2014-08-22,2014-08-25,Second Class,DE-13255,Deanra Eno,Home Office,United States,Lakewood,OH,44107,East,Office Supplies,Art,3.912,1,0.2,1.0269,August,2014,3 days,10-20%
2016-10-04,2016-10-04,Same Day,MO-17500,Mary O'Rourke,Consumer,United States,The Colony,TX,75056,Central,Office Supplies,Envelopes,59.752,7,0.2,19.4194,October,2016,0 days,10-20%
2014-10-26,2014-10-30,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,WA,98105,West,Furniture,Furnishings,63.92,4,0.0,3.196,October,2014,4 days,0%
2014-10-26,2014-10-30,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,WA,98105,West,Technology,Phones,383.96,5,0.2,38.396,October,2014,4 days,10-20%
2016-06-28,2016-06-28,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,CA,90032,West,Office Supplies,Binders,7.752,3,0.2,2.8101,June,2016,0 days,10-20%
2016-06-28,2016-06-28,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,CA,90032,West,Office Supplies,Binders,33.568,2,0.2,11.7488,June,2016,0 days,10-20%
2014-11-04,2014-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,CA,90045,West,Technology,Phones,666.344,7,0.2,66.6344,November,2014,7 days,10-20%
2014-11-04,2014-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,CA,90045,West,Furniture,Tables,573.728,4,0.2,-64.5444,November,2014,7 days,10-20%
2014-11-04,2014-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,CA,90045,West,Office Supplies,Binders,21.936,3,0.2,8.226,November,2014,7 days,10-20%
2014-11-04,2014-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,CA,90045,West,Office Supplies,Paper,19.44,3,0.0,9.3312,November,2014,7 days,0%
2014-11-04,2014-11-11,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,CA,90045,West,Technology,Machines,447.968,4,0.2,139.99,November,2014,7 days,10-20%
2014-09-08,2014-09-12,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Long Beach,NY,11561,East,Office Supplies,Appliances,16.78,2,0.0,4.195,September,2014,4 days,0%
2015-06-25,2015-07-01,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,CA,90045,West,Office Supplies,Art,20.96,2,0.0,5.24,June,2015,6 days,0%
2015-06-25,2015-07-01,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,CA,90045,West,Office Supplies,Binders,88.752,3,0.2,27.735,June,2015,6 days,10-20%
2015-06-25,2015-07-01,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,CA,90045,West,Office Supplies,Storage,304.23,3,0.0,9.1269,June,2015,6 days,0%
2015-07-26,2015-08-02,Standard Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,CA,94110,West,Office Supplies,Envelopes,167.86,2,0.0,78.8942,July,2015,7 days,0%
2017-12-07,2017-12-11,Standard Class,DC-13285,Debra Catini,Consumer,United States,Richmond,VA,23223,South,Furniture,Furnishings,82.38,6,0.0,25.5378,December,2017,4 days,0%
2014-12-29,2015-01-03,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,NM,87105,West,Technology,Phones,23.976,3,0.2,-5.6943,December,2014,5 days,10-20%
2014-12-29,2015-01-03,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,NM,87105,West,Office Supplies,Storage,33.29,1,0.0,7.9896,December,2014,5 days,0%
2015-02-14,2015-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,OH,44312,East,Office Supplies,Binders,14.952,2,0.7,-11.9616,February,2015,5 days,>30%
2015-02-14,2015-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,OH,44312,East,Technology,Phones,323.982,3,0.4,-80.9955,February,2015,5 days,>30%
2015-02-14,2015-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,OH,44312,East,Office Supplies,Binders,2.286,2,0.7,-1.6764,February,2015,5 days,>30%
2015-02-14,2015-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,OH,44312,East,Office Supplies,Art,14.352,3,0.2,0.897,February,2015,5 days,10-20%
2015-02-14,2015-02-19,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,OH,44312,East,Technology,Accessories,71.976,3,0.2,0.8997,February,2015,5 days,10-20%
2016-01-25,2016-01-27,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,NJ,7060,East,Office Supplies,Art,9.21,3,0.0,2.3025,January,2016,2 days,0%
2016-01-25,2016-01-27,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,NJ,7060,East,Office Supplies,Paper,18.0,5,0.0,8.28,January,2016,2 days,0%
2017-04-01,2017-04-07,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,NY,10011,East,Office Supplies,Paper,42.93,9,0.0,19.3185,April,2017,6 days,0%
2017-10-03,2017-10-09,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,FL,33012,South,Office Supplies,Paper,15.552,3,0.2,5.4432,October,2017,6 days,10-20%
2017-10-03,2017-10-09,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,FL,33012,South,Office Supplies,Appliances,17.92,5,0.2,1.12,October,2017,6 days,10-20%
2017-09-01,2017-09-06,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,WA,98052,West,Technology,Accessories,19.99,1,0.0,6.7966,September,2017,5 days,0%
2017-09-01,2017-09-06,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Redmond,WA,98052,West,Office Supplies,Binders,22.92,5,0.2,8.022,September,2017,5 days,10-20%
2015-12-21,2015-12-27,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,FL,32114,South,Technology,Accessories,50.88,6,0.2,14.628,December,2015,6 days,10-20%
2015-12-21,2015-12-27,Standard Class,RD-19720,Roger Demir,Consumer,United States,Daytona Beach,FL,32114,South,Office Supplies,Envelopes,27.312,2,0.2,9.2178,December,2015,6 days,10-20%
2015-12-20,2015-12-24,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,AZ,86442,West,Office Supplies,Envelopes,7.92,1,0.2,2.772,December,2015,4 days,10-20%
2015-12-20,2015-12-24,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,AZ,86442,West,Furniture,Furnishings,14.368,2,0.2,3.9512,December,2015,4 days,10-20%
2015-11-27,2015-12-01,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,CA,90049,West,Technology,Accessories,107.97,3,0.0,22.6737,November,2015,4 days,0%
2015-11-27,2015-12-01,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,CA,90049,West,Office Supplies,Paper,113.82,3,0.0,53.4954,November,2015,4 days,0%
2017-08-27,2017-09-01,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Franklin,TN,37064,South,Office Supplies,Paper,5.184,1,0.2,1.8144,August,2017,5 days,10-20%
2014-03-22,2014-03-22,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Portage,IN,46368,Central,Office Supplies,Art,16.28,2,0.0,6.512,March,2014,0 days,0%
2017-12-17,2017-12-21,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,VA,22204,South,Office Supplies,Storage,544.38,3,0.0,157.8702,December,2017,4 days,0%
2017-03-19,2017-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,CA,94110,West,Office Supplies,Binders,19.824,6,0.2,6.6906,March,2017,3 days,10-20%
2017-03-19,2017-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,CA,94110,West,Technology,Phones,657.504,6,0.2,-131.5008,March,2017,3 days,10-20%
2017-03-19,2017-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,CA,94110,West,Technology,Accessories,99.54,2,0.0,10.9494,March,2017,3 days,0%
2017-03-19,2017-03-22,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,CA,94110,West,Technology,Accessories,199.96,4,0.0,85.9828,March,2017,3 days,0%
2016-09-18,2016-09-25,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,NY,10801,East,Furniture,Chairs,631.782,2,0.1,140.396,September,2016,7 days,<10%
2016-09-18,2016-09-25,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,NY,10801,East,Furniture,Furnishings,60.72,3,0.0,26.1096,September,2016,7 days,0%
2017-11-24,2017-11-29,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,AZ,85204,West,Office Supplies,Binders,20.724,2,0.7,-15.1976,November,2017,5 days,>30%
2017-11-24,2017-11-29,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Mesa,AZ,85204,West,Office Supplies,Storage,415.872,8,0.2,-41.5872,November,2017,5 days,10-20%
2017-04-11,2017-04-15,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,OH,43130,East,Office Supplies,Storage,16.768,2,0.2,1.4672,April,2017,4 days,10-20%
2017-04-11,2017-04-15,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,OH,43130,East,Technology,Accessories,27.12,2,0.2,-4.746,April,2017,4 days,10-20%
2017-12-10,2017-12-12,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,CA,95207,West,Technology,Phones,95.84,4,0.2,34.742,December,2017,2 days,10-20%
2017-12-10,2017-12-12,Second Class,AG-10330,Alex Grayson,Consumer,United States,Stockton,CA,95207,West,Office Supplies,Paper,12.96,2,0.0,6.2208,December,2017,2 days,0%
2017-11-24,2017-11-26,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Asheville,NC,28806,South,Office Supplies,Binders,19.008,8,0.7,-12.672,November,2017,2 days,>30%
2015-12-04,2015-12-07,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,TN,37042,South,Office Supplies,Binders,1598.058,7,0.7,-1065.372,December,2015,3 days,>30%
2015-12-04,2015-12-07,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Clarksville,TN,37042,South,Office Supplies,Art,36.96,4,0.2,12.012,December,2015,3 days,10-20%
2017-12-11,2017-12-11,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,IL,60505,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,December,2017,0 days,10-20%
2017-12-11,2017-12-11,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,IL,60505,Central,Furniture,Furnishings,77.72,1,0.6,-66.062,December,2017,0 days,>30%
2017-12-11,2017-12-11,Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,IL,60505,Central,Furniture,Chairs,520.464,2,0.3,-14.8704,December,2017,0 days,20-30%
2016-05-21,2016-05-23,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,RI,2886,East,Office Supplies,Paper,111.96,2,0.0,54.8604,May,2016,2 days,0%
2017-02-17,2017-02-21,Second Class,LL-16840,Lauren Leatherbury,Consumer,United States,Lafayette,LA,70506,South,Technology,Phones,29.16,3,0.0,8.4564,February,2017,4 days,0%
2017-05-20,2017-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,ND,58103,Central,Office Supplies,Art,131.94,3,0.0,35.6238,May,2017,2 days,0%
2017-05-20,2017-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,ND,58103,Central,Office Supplies,Art,25.92,4,0.0,8.2944,May,2017,2 days,0%
2017-05-20,2017-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,ND,58103,Central,Office Supplies,Storage,704.76,4,0.0,162.0948,May,2017,2 days,0%
2017-05-20,2017-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,ND,58103,Central,Office Supplies,Fasteners,7.41,3,0.0,3.4827,May,2017,2 days,0%
2017-05-20,2017-05-22,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,ND,58103,Central,Office Supplies,Art,21.5,10,0.0,7.095,May,2017,2 days,0%
2017-09-11,2017-09-13,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,IL,60623,Central,Office Supplies,Fasteners,10.528,4,0.2,3.29,September,2017,2 days,10-20%
2017-09-11,2017-09-13,Second Class,HA-14920,Helen Andreada,Consumer,United States,Chicago,IL,60623,Central,Office Supplies,Paper,20.544,6,0.2,6.42,September,2017,2 days,10-20%
2016-11-05,2016-11-10,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,IN,46226,Central,Office Supplies,Binders,104.9,5,0.0,50.352,November,2016,5 days,0%
2016-11-05,2016-11-10,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,IN,46226,Central,Office Supplies,Art,39.68,2,0.0,16.2688,November,2016,5 days,0%
2016-11-05,2016-11-10,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,IN,46226,Central,Office Supplies,Labels,51.75,5,0.0,24.84,November,2016,5 days,0%
2017-07-23,2017-07-25,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,IN,46514,Central,Office Supplies,Art,11.68,2,0.0,5.4896,July,2017,2 days,0%
2017-07-23,2017-07-25,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Elkhart,IN,46514,Central,Technology,Accessories,159.75,5,0.0,11.1825,July,2017,2 days,0%
2016-11-18,2016-11-24,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Kent,OH,44240,East,Office Supplies,Appliances,103.968,6,0.2,16.8948,November,2016,6 days,10-20%
2014-04-25,2014-04-30,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,CA,91776,West,Furniture,Furnishings,303.25,5,0.0,63.6825,April,2014,5 days,0%
2014-04-25,2014-04-30,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,CA,91776,West,Office Supplies,Appliances,270.72,3,0.0,78.5088,April,2014,5 days,0%
2014-04-25,2014-04-30,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,CA,91776,West,Furniture,Chairs,1487.04,5,0.2,148.704,April,2014,5 days,10-20%
2015-11-30,2015-12-02,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,KY,42420,South,Office Supplies,Envelopes,17.48,2,0.0,8.2156,November,2015,2 days,0%
2015-11-30,2015-12-02,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,KY,42420,South,Office Supplies,Envelopes,71.88,2,0.0,32.346,November,2015,2 days,0%
2015-10-25,2015-10-30,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,CA,94110,West,Office Supplies,Art,60.45,3,0.0,16.3215,October,2015,5 days,0%
2015-10-25,2015-10-30,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,CA,94110,West,Furniture,Tables,253.176,3,0.2,-31.647,October,2015,5 days,10-20%
2015-07-20,2015-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,IL,60035,Central,Office Supplies,Binders,2.88,5,0.8,-4.464,July,2015,7 days,>30%
2015-07-20,2015-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,IL,60035,Central,Furniture,Bookcases,384.944,4,0.3,-126.4816,July,2015,7 days,20-30%
2015-07-20,2015-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,IL,60035,Central,Technology,Phones,153.584,2,0.2,13.4386,July,2015,7 days,10-20%
2015-07-20,2015-07-27,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,IL,60035,Central,Furniture,Bookcases,913.43,5,0.3,-52.196,July,2015,7 days,20-30%
2016-10-27,2016-11-02,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,CA,94122,West,Office Supplies,Appliances,43.92,4,0.0,11.8584,October,2016,6 days,0%
2016-10-27,2016-11-02,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,CA,94122,West,Office Supplies,Binders,25.032,3,0.2,7.8225,October,2016,6 days,10-20%
2017-11-20,2017-11-22,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,NY,10035,East,Office Supplies,Paper,46.76,7,0.0,22.4448,November,2017,2 days,0%
2017-11-20,2017-11-22,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,NY,10035,East,Furniture,Bookcases,183.968,2,0.2,-25.2956,November,2017,2 days,10-20%
2017-11-20,2017-11-22,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,NY,10035,East,Technology,Phones,1259.97,3,0.0,327.5922,November,2017,2 days,0%
2017-11-20,2017-11-22,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,NY,10035,East,Office Supplies,Art,68.97,3,0.0,19.3116,November,2017,2 days,0%
2016-09-08,2016-09-12,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,TX,75081,Central,Office Supplies,Art,70.368,2,0.2,6.1572,September,2016,4 days,10-20%
2016-09-08,2016-09-12,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,TX,75081,Central,Technology,Phones,59.96,5,0.2,21.7355,September,2016,4 days,10-20%
2014-07-20,2014-07-20,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,OH,45503,East,Office Supplies,Storage,25.984,1,0.2,-5.1968,July,2014,0 days,10-20%
2014-07-20,2014-07-20,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,OH,45503,East,Office Supplies,Binders,27.36,3,0.7,-21.888,July,2014,0 days,>30%
2016-11-15,2016-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Diego,CA,92024,West,Technology,Phones,361.376,2,0.2,27.1032,November,2016,4 days,10-20%
2014-07-07,2014-07-11,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,PA,19120,East,Furniture,Chairs,172.186,2,0.3,-46.7362,July,2014,4 days,20-30%
2014-07-07,2014-07-11,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,PA,19120,East,Furniture,Furnishings,69.008,2,0.2,12.0764,July,2014,4 days,10-20%
2016-03-17,2016-03-17,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,MD,21044,East,Office Supplies,Envelopes,199.9,5,0.0,89.955,March,2016,0 days,0%
2016-03-17,2016-03-17,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,MD,21044,East,Office Supplies,Appliances,901.95,3,0.0,297.6435,March,2016,0 days,0%
2016-03-17,2016-03-17,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,MD,21044,East,Furniture,Furnishings,971.5,5,0.0,252.59,March,2016,0 days,0%
2016-12-26,2016-12-27,First Class,RC-19825,Roy Collins,Consumer,United States,Colorado Springs,CO,80906,West,Office Supplies,Art,11.328,2,0.2,2.5488,December,2016,1 days,10-20%
2014-09-02,2014-09-04,First Class,CL-12565,Clay Ludtke,Consumer,United States,New York City,NY,10009,East,Office Supplies,Art,21.24,3,0.0,8.0712,September,2014,2 days,0%
2015-07-05,2015-07-10,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,PA,19140,East,Technology,Accessories,34.8,3,0.2,2.175,July,2015,5 days,10-20%
2015-07-05,2015-07-10,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,PA,19140,East,Office Supplies,Storage,38.976,3,0.2,-2.436,July,2015,5 days,10-20%
2016-11-20,2016-11-25,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,IN,47201,Central,Office Supplies,Paper,9.08,2,0.0,4.086,November,2016,5 days,0%
2016-11-20,2016-11-25,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,IN,47201,Central,Office Supplies,Paper,314.55,3,0.0,150.984,November,2016,5 days,0%
2016-11-20,2016-11-25,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,IN,47201,Central,Office Supplies,Binders,4.91,1,0.0,2.3077,November,2016,5 days,0%
2014-05-06,2014-05-11,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,CA,90004,West,Office Supplies,Labels,5.78,2,0.0,2.7166,May,2014,5 days,0%
2014-05-06,2014-05-11,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,CA,90004,West,Office Supplies,Art,107.94,6,0.0,30.2232,May,2014,5 days,0%
2014-06-21,2014-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,NY,10024,East,Office Supplies,Paper,19.65,3,0.0,9.039,June,2014,3 days,0%
2014-06-21,2014-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,NY,10024,East,Technology,Phones,617.97,3,0.0,160.6722,June,2014,3 days,0%
2014-06-21,2014-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,NY,10024,East,Office Supplies,Appliances,59.7,3,0.0,26.865,June,2014,3 days,0%
2017-08-19,2017-08-23,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Lawrence,MA,1841,East,Office Supplies,Binders,387.99,1,0.0,182.3553,August,2017,4 days,0%
2014-11-29,2014-12-06,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Francisco,CA,94122,West,Technology,Phones,575.92,2,0.2,71.99,November,2014,7 days,10-20%
2014-11-29,2014-12-06,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Francisco,CA,94122,West,Office Supplies,Fasteners,30.4,5,0.0,15.2,November,2014,7 days,0%
2017-04-09,2017-04-12,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,MI,48205,Central,Office Supplies,Binders,478.24,8,0.0,219.9904,April,2017,3 days,0%
2014-12-20,2014-12-27,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,OH,45011,East,Furniture,Furnishings,190.848,3,0.2,-21.4704,December,2014,7 days,10-20%
2014-12-17,2014-12-24,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,OH,43229,East,Office Supplies,Binders,5.484,4,0.7,-4.0216,December,2014,7 days,>30%
2015-11-17,2015-11-21,Second Class,GH-14665,Greg Hansen,Consumer,United States,Chicago,IL,60610,Central,Office Supplies,Supplies,40.92,5,0.2,3.069,November,2015,4 days,10-20%
2014-03-04,2014-03-09,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Margate,FL,33063,South,Office Supplies,Art,15.552,3,0.2,2.3328,March,2014,5 days,10-20%
2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,GA,30328,South,Office Supplies,Appliances,17.24,2,0.0,4.4824,May,2017,1 days,0%
2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,GA,30328,South,Furniture,Bookcases,302.94,3,0.0,75.735,May,2017,1 days,0%
2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,GA,30328,South,Technology,Phones,34.75,5,0.0,15.6375,May,2017,1 days,0%
2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,GA,30328,South,Office Supplies,Binders,113.94,6,0.0,54.6912,May,2017,1 days,0%
2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,GA,30328,South,Technology,Phones,55.98,2,0.0,15.6744,May,2017,1 days,0%
2017-09-22,2017-09-28,Standard Class,DW-13195,David Wiener,Corporate,United States,Albuquerque,NM,87105,West,Office Supplies,Paper,27.18,3,0.0,12.231,September,2017,6 days,0%
2017-03-21,2017-03-27,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Tulsa,OK,74133,Central,Furniture,Chairs,1805.88,6,0.0,523.7052,March,2017,6 days,0%
2017-09-14,2017-09-14,Same Day,LT-17110,Liz Thompson,Consumer,United States,Orange,NJ,7050,East,Office Supplies,Art,70.95,3,0.0,18.447,September,2017,0 days,0%
2016-11-03,2016-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,KY,42420,South,Office Supplies,Fasteners,20.0,4,0.0,9.6,November,2016,5 days,0%
